sample,chr,startpos,endpos
P83_2,chr8,69142495,71608880
P83_2,chr8,71608881,78751892
P83_2,chr8,78751893,81192009
P83_2,chr8,81192010,83629035
P83_2,chr8,83629036,86122764
P83_2,chr8,86122765,87316334
P83_2,chr8,87316335,88071395
P83_2,chr8,88071396,88456227
P83_2,chr8,88456228,89109146
P83_2,chr8,89109147,89994703
P83_2,chr8,89994704,94774928
P83_2,chr8,94774929,96292290
P83_2,chr8,96292291,99020671
P83_2,chr8,99020672,100616533
P83_2,chr8,100616534,101943182
P83_2,chr8,101943183,102765148
P83_2,chr8,102765149,103219453
P83_2,chr8,103219454,107528225
P83_2,chr8,107528226,110252984
P83_2,chr8,110252985,111054840
P83_2,chr8,111054841,112790005
P83_2,chr8,112790006,113402245
P83_2,chr8,113402246,124832026
P83_2,chr8,124832027,126454920
P83_2,chr8,126454921,130333834
P83_2,chr8,130333835,131763066
P83_2,chr8,131763067,131769979
P83_2,chr8,131769980,135526774
P83_2,chr8,135526775,138026979
P83_2,chr8,138026980,146259314
P84_1,chr8,0,3421
P84_1,chr8,3422,881953
P84_1,chr8,881954,6172070
P84_1,chr8,6172071,6823665
P84_1,chr8,6823666,8162794
P84_1,chr8,8162795,10013170
P84_1,chr8,10013171,20455293
P84_1,chr8,20455294,23052209
P84_1,chr8,23052210,26289833
P84_1,chr8,26289834,37948253
P84_1,chr8,37948254,43278763
P84_1,chr8,43278764,44580101
P84_1,chr8,44580102,47350043
P84_1,chr8,47350044,48297103
P84_1,chr8,48297104,51138060
P84_1,chr8,51138061,53008068
P84_1,chr8,53008069,53391122
P84_1,chr8,53391123,57674941
P84_1,chr8,57674942,58274144
P84_1,chr8,58274145,59038700
P84_1,chr8,59038701,59418514
P84_1,chr8,59418515,64888117
P84_1,chr8,64888118,68392328
P84_1,chr8,68392329,69600532
P84_1,chr8,69600533,71287333
P84_1,chr8,71287334,72484797
P84_1,chr8,72484798,73242329
P84_1,chr8,73242330,75602866
P84_1,chr8,75602867,78163742
P84_1,chr8,78163743,81072430
P84_1,chr8,81072431,82685575
P84_1,chr8,82685576,90526053
P84_1,chr8,90526054,95910636
P84_1,chr8,95910637,98186503
P84_1,chr8,98186504,103299817
P84_1,chr8,103299818,146259314
P84_2,chr8,0,3421
P84_2,chr8,3422,1009652
P84_2,chr8,1009653,3700740
P84_2,chr8,3700741,8492865
P84_2,chr8,8492866,11429580
P84_2,chr8,11429581,11991245
P84_2,chr8,11991246,16417183
P84_2,chr8,16417184,23492999
P84_2,chr8,23493000,24317213
P84_2,chr8,24317214,29651049
P84_2,chr8,29651050,29734806
P84_2,chr8,29734807,36000902
P84_2,chr8,36000903,36841176
P84_2,chr8,36841177,38020161
P84_2,chr8,38020162,38936542
P84_2,chr8,38936543,40271790
P84_2,chr8,40271791,41320634
P84_2,chr8,41320635,41487722
P84_2,chr8,41487723,44056975
P84_2,chr8,44056976,44396465
P84_2,chr8,44396466,46545163
P84_2,chr8,46545164,48234012
P84_2,chr8,48234013,49313180
P84_2,chr8,49313181,51313194
P84_2,chr8,51313195,55663221
P84_2,chr8,55663222,57011778
P84_2,chr8,57011779,59949690
P84_2,chr8,59949691,60321863
P84_2,chr8,60321864,60565400
P84_2,chr8,60565401,60631117
P84_2,chr8,60631118,61456698
P84_2,chr8,61456699,61649506
P84_2,chr8,61649507,63164545
P84_2,chr8,63164546,66118662
P84_2,chr8,66118663,67002596
P84_2,chr8,67002597,69630577
P84_2,chr8,69630578,71393473
P84_2,chr8,71393474,72282400
P84_2,chr8,72282401,72657123
P84_2,chr8,72657124,73666660
P84_2,chr8,73666661,74419161
P84_2,chr8,74419162,76805021
P84_2,chr8,76805022,80273016
P84_2,chr8,80273017,80547986
P84_2,chr8,80547987,81973944
P84_2,chr8,81973945,82488887
P84_2,chr8,82488888,82509017
P84_2,chr8,82509018,82539648
P84_2,chr8,82539649,83698475
P84_2,chr8,83698476,86180218
P84_2,chr8,86180219,88358129
P84_2,chr8,88358130,88559312
P84_2,chr8,88559313,88820126
P84_2,chr8,88820127,89109146
P84_2,chr8,89109147,90846215
P84_2,chr8,90846216,92291673
P84_2,chr8,92291674,93035161
P84_2,chr8,93035162,93319211
P84_2,chr8,93319212,93682044
P84_2,chr8,93682045,95628086
P84_2,chr8,95628087,96077689
P84_2,chr8,96077690,97031680
P84_2,chr8,97031681,97508483
P84_2,chr8,97508484,98098830
P84_2,chr8,98098831,98643237
P84_2,chr8,98643238,99320623
P84_2,chr8,99320624,99330437
P84_2,chr8,99330438,100212917
P84_2,chr8,100212918,100244986
P84_2,chr8,100244987,100408916
P84_2,chr8,100408917,101107683
P84_2,chr8,101107684,101359485
P84_2,chr8,101359486,102127562
P84_2,chr8,102127563,102326085
P84_2,chr8,102326086,102765148
P84_2,chr8,102765149,103158203
P84_2,chr8,103158204,104220816
P84_2,chr8,104220817,125924586
P84_2,chr8,125924587,130978593
P84_2,chr8,130978594,138649347
P84_2,chr8,138649348,146259314
P85_1,chr8,0,3421
P85_1,chr8,3422,7060500
P85_1,chr8,7060501,60631117
P85_1,chr8,60631118,98974940
P85_1,chr8,98974941,99020671
P85_1,chr8,99020672,100118657
P85_1,chr8,100118658,146259314
P85_2,chr8,0,3421
P85_2,chr8,3422,7060500
P85_2,chr8,7060501,9364371
P85_2,chr8,9364372,19460432
P85_2,chr8,19460433,27678875
P85_2,chr8,27678876,48169886
P85_2,chr8,48169887,48480990
P85_2,chr8,48480991,63838485
P85_2,chr8,63838486,65378291
P85_2,chr8,65378292,65446849
P85_2,chr8,65446850,73242329
P85_2,chr8,73242330,100118657
P85_2,chr8,100118658,102763478
P85_2,chr8,102763479,103835652
P85_2,chr8,103835653,106525709
P85_2,chr8,106525710,110252984
P85_2,chr8,110252985,113298381
P85_2,chr8,113298382,115103241
P85_2,chr8,115103242,130040206
P85_2,chr8,130040207,131470246
P85_2,chr8,131470247,132432739
P85_2,chr8,132432740,132621390
P85_2,chr8,132621391,133952522
P85_2,chr8,133952523,142135118
P85_2,chr8,142135119,146259314
P86_1,chr8,0,3421
P86_1,chr8,3422,3648869
P86_1,chr8,3648870,4069134
P86_1,chr8,4069135,6421401
P86_1,chr8,6421402,44007066
P86_1,chr8,44007067,95758903
P86_1,chr8,95758904,146259314
P86_2,chr8,0,3421
P86_2,chr8,3422,2748165
P86_2,chr8,2748166,3173750
P86_2,chr8,3173751,3409428
P86_2,chr8,3409429,3648869
P86_2,chr8,3648870,44007066
P86_2,chr8,44007067,48636975
P86_2,chr8,48636976,48804115
P86_2,chr8,48804116,49718991
P86_2,chr8,49718992,58203220
P86_2,chr8,58203221,60134870
P86_2,chr8,60134871,66977003
P86_2,chr8,66977004,68381550
P86_2,chr8,68381551,68845569
P86_2,chr8,68845570,75909394
P86_2,chr8,75909395,80542031
P86_2,chr8,80542032,81079249
P86_2,chr8,81079250,86847283
P86_2,chr8,86847284,87872203
P86_2,chr8,87872204,89115881
P86_2,chr8,89115882,89208745
P86_2,chr8,89208746,89695531
P86_2,chr8,89695532,89900791
P86_2,chr8,89900792,89980043
P86_2,chr8,89980044,90374316
P86_2,chr8,90374317,91431081
P86_2,chr8,91431082,91994031
P86_2,chr8,91994032,93748824
P86_2,chr8,93748825,95321611
P86_2,chr8,95321612,95758903
P86_2,chr8,95758904,146259314
P87_1,chr8,0,3421
P87_1,chr8,3422,3648869
P87_1,chr8,3648870,9328423
P87_1,chr8,9328424,12371843
P87_1,chr8,12371844,12726354
P87_1,chr8,12726355,15378011
P87_1,chr8,15378012,21791938
P87_1,chr8,21791939,24030131
P87_1,chr8,24030132,46872000
P87_1,chr8,46872001,48097190
P87_1,chr8,48097191,48480990
P87_1,chr8,48480991,50536429
P87_1,chr8,50536430,51232694
P87_1,chr8,51232695,52822980
P87_1,chr8,52822981,53366697
P87_1,chr8,53366698,53975631
P87_1,chr8,53975632,54233339
P87_1,chr8,54233340,54666172
P87_1,chr8,54666173,56329056
P87_1,chr8,56329057,56466275
P87_1,chr8,56466276,56643875
P87_1,chr8,56643876,56925570
P87_1,chr8,56925571,57057105
P87_1,chr8,57057106,59007111
P87_1,chr8,59007112,59038700
P87_1,chr8,59038701,59266538
P87_1,chr8,59266539,60134870
P87_1,chr8,60134871,60233062
P87_1,chr8,60233063,61544909
P87_1,chr8,61544910,62553588
P87_1,chr8,62553589,62665805
P87_1,chr8,62665806,64731813
P87_1,chr8,64731814,64989532
P87_1,chr8,64989533,65785250
P87_1,chr8,65785251,68484620
P87_1,chr8,68484621,69085534
P87_1,chr8,69085535,69142494
P87_1,chr8,69142495,70137942
P87_1,chr8,70137943,71802887
P87_1,chr8,71802888,72459652
P87_1,chr8,72459653,72791654
P87_1,chr8,72791655,74038025
P87_1,chr8,74038026,74954829
P87_1,chr8,74954830,75435148
P87_1,chr8,75435149,75544277
P87_1,chr8,75544278,75984552
P87_1,chr8,75984553,76410649
P87_1,chr8,76410650,76780845
P87_1,chr8,76780846,77161910
P87_1,chr8,77161911,77709351
P87_1,chr8,77709352,78419029
P87_1,chr8,78419030,78751892
P87_1,chr8,78751893,78971647
P87_1,chr8,78971648,80731106
P87_1,chr8,80731107,81020741
P87_1,chr8,81020742,81200342
P87_1,chr8,81200343,81220237
P87_1,chr8,81220238,81350019
P87_1,chr8,81350020,81683920
P87_1,chr8,81683921,83454148
P87_1,chr8,83454149,84098362
P87_1,chr8,84098363,84485034
P87_1,chr8,84485035,84876174
P87_1,chr8,84876175,85110761
P87_1,chr8,85110762,85980798
P87_1,chr8,85980799,86337351
P87_1,chr8,86337352,87953664
P87_1,chr8,87953665,88113917
P87_1,chr8,88113918,88458188
P87_1,chr8,88458189,89190952
P87_1,chr8,89190953,89994703
P87_1,chr8,89994704,90548497
P87_1,chr8,90548498,91105121
P87_1,chr8,91105122,91431081
P87_1,chr8,91431082,91611464
P87_1,chr8,91611465,91857853
P87_1,chr8,91857854,92392500
P87_1,chr8,92392501,92727896
P87_1,chr8,92727897,93608748
P87_1,chr8,93608749,93801973
P87_1,chr8,93801974,95756652
P87_1,chr8,95756653,99402630
P87_1,chr8,99402631,100977868
P87_1,chr8,100977869,101809523
P87_1,chr8,101809524,103219453
P87_1,chr8,103219454,146259314
P87_2,chr8,0,3421
P87_2,chr8,3422,683890
P87_2,chr8,683891,5587577
P87_2,chr8,5587578,7425264
P87_2,chr8,7425265,9328423
P87_2,chr8,9328424,24030131
P87_2,chr8,24030132,24255326
P87_2,chr8,24255327,27738014
P87_2,chr8,27738015,29613793
P87_2,chr8,29613794,33628431
P87_2,chr8,33628432,38061262
P87_2,chr8,38061263,38683710
P87_2,chr8,38683711,42746860
P87_2,chr8,42746861,49542070
P87_2,chr8,49542071,49664443
P87_2,chr8,49664444,81775780
P87_2,chr8,81775781,83234551
P87_2,chr8,83234552,83754655
P87_2,chr8,83754656,85205771
P87_2,chr8,85205772,85212988
P87_2,chr8,85212989,86167163
P87_2,chr8,86167164,86403899
P87_2,chr8,86403900,86574286
P87_2,chr8,86574287,87954362
P87_2,chr8,87954363,88071395
P87_2,chr8,88071396,88202526
P87_2,chr8,88202527,90442266
P87_2,chr8,90442267,91366171
P87_2,chr8,91366172,93229486
P87_2,chr8,93229487,93238732
P87_2,chr8,93238733,93306180
P87_2,chr8,93306181,93650640
P87_2,chr8,93650641,94674842
P87_2,chr8,94674843,95339059
P87_2,chr8,95339060,95994422
P87_2,chr8,95994423,96507520
P87_2,chr8,96507521,97788528
P87_2,chr8,97788529,99417124
P87_2,chr8,99417125,99425522
P87_2,chr8,99425523,99835860
P87_2,chr8,99835861,99840513
P87_2,chr8,99840514,100518334
P87_2,chr8,100518335,102457773
P87_2,chr8,102457774,104074719
P87_2,chr8,104074720,104705645
P87_2,chr8,104705646,104787000
P87_2,chr8,104787001,106689008
P87_2,chr8,106689009,107389179
P87_2,chr8,107389180,107522066
P87_2,chr8,107522067,107957960
P87_2,chr8,107957961,108318486
P87_2,chr8,108318487,108469126
P87_2,chr8,108469127,110578504
P87_2,chr8,110578505,112589388
P87_2,chr8,112589389,112828063
P87_2,chr8,112828064,114042643
P87_2,chr8,114042644,116462410
P87_2,chr8,116462411,117140748
P87_2,chr8,117140749,123820961
P87_2,chr8,123820962,127543359
P87_2,chr8,127543360,127588205
P87_2,chr8,127588206,139378704
P87_2,chr8,139378705,140526193
P87_2,chr8,140526194,140740823
P87_2,chr8,140740824,144509579
P87_2,chr8,144509580,146259314
P88_1,chr8,0,3421
P88_1,chr8,3422,56543519
P88_1,chr8,56543520,57498954
P88_1,chr8,57498955,58981514
P88_1,chr8,58981515,66359322
P88_1,chr8,66359323,75602866
P88_1,chr8,75602867,75906946
P88_1,chr8,75906947,79027238
P88_1,chr8,79027239,83775018
P88_1,chr8,83775019,84012219
P88_1,chr8,84012220,89881291
P88_1,chr8,89881292,96181340
P88_1,chr8,96181341,146259314
P88_2,chr8,0,3421
P88_2,chr8,3422,22691938
P88_2,chr8,22691939,24317213
P88_2,chr8,24317214,25402510
P88_2,chr8,25402511,34909872
P88_2,chr8,34909873,41434867
P88_2,chr8,41434868,42556161
P88_2,chr8,42556162,44844426
P88_2,chr8,44844427,58274144
P88_2,chr8,58274145,59084678
P88_2,chr8,59084679,59949690
P88_2,chr8,59949691,67718176
P88_2,chr8,67718177,72517041
P88_2,chr8,72517042,78774235
P88_2,chr8,78774236,80418297
P88_2,chr8,80418298,81184604
P88_2,chr8,81184605,83505913
P88_2,chr8,83505914,95910636
P88_2,chr8,95910637,96370045
P88_2,chr8,96370046,99899316
P88_2,chr8,99899317,105892132
P88_2,chr8,105892133,106000562
P88_2,chr8,106000563,108981411
P88_2,chr8,108981412,112527121
P88_2,chr8,112527122,115025621
P88_2,chr8,115025622,124685985
P88_2,chr8,124685986,126380146
P88_2,chr8,126380147,134318128
P88_2,chr8,134318129,137918619
P88_2,chr8,137918620,146259314
P89_1,chr8,0,3421
P89_1,chr8,3422,9088435
P89_1,chr8,9088436,51654711
P89_1,chr8,51654712,86912313
P89_1,chr8,86912314,95521401
P89_1,chr8,95521402,146259314
P89_2,chr8,0,3421
P89_2,chr8,3422,320288
P89_2,chr8,320289,12006083
P89_2,chr8,12006084,30157518
P89_2,chr8,30157519,41739543
P89_2,chr8,41739544,57740306
P89_2,chr8,57740307,84766106
P89_2,chr8,84766107,85312854
P89_2,chr8,85312855,91395771
P89_2,chr8,91395772,98974940
P89_2,chr8,98974941,106839255
P89_2,chr8,106839256,116640830
P89_2,chr8,116640831,119144206
P89_2,chr8,119144207,122354396
P89_2,chr8,122354397,146259314
P8_1,chr8,0,3421
P8_1,chr8,3422,23043714
P8_1,chr8,23043715,33636532
P8_1,chr8,33636533,38936542
P8_1,chr8,38936543,85408823
P8_1,chr8,85408824,89716401
P8_1,chr8,89716402,91377964
P8_1,chr8,91377965,95575061
P8_1,chr8,95575062,140642038
P8_1,chr8,140642039,146259314
P8_2,chr8,0,3421
P8_2,chr8,3422,72791744
P8_2,chr8,72791745,89853982
P8_2,chr8,89853983,92564007
P8_2,chr8,92564008,95287135
P8_2,chr8,95287136,109410547
P8_2,chr8,109410548,110646917
P8_2,chr8,110646918,116841792
P8_2,chr8,116841793,123058339
P8_2,chr8,123058340,146259314
P90_1,chr8,0,3421
P90_1,chr8,3422,97409607
P90_1,chr8,97409608,146259314
P90_2,chr8,0,3421
P90_2,chr8,3422,6662982
P90_2,chr8,6662983,17275935
P90_2,chr8,17275936,24527776
P90_2,chr8,24527777,30750216
P90_2,chr8,30750217,35506945
P90_2,chr8,35506946,41397191
P90_2,chr8,41397192,43675194
P90_2,chr8,43675195,46722868
P90_2,chr8,46722869,51232849
P90_2,chr8,51232850,66757882
P90_2,chr8,66757883,69159142
P90_2,chr8,69159143,70137942
P90_2,chr8,70137943,83416593
P90_2,chr8,83416594,93654580
P90_2,chr8,93654581,99569824
P90_2,chr8,99569825,99792038
P90_2,chr8,99792039,106186643
P90_2,chr8,106186644,106508277
P90_2,chr8,106508278,108318486
P90_2,chr8,108318487,131637734
P90_2,chr8,131637735,144996447
P90_2,chr8,144996448,145627206
P90_2,chr8,145627207,146259314
P91_1,chr8,0,3421
P91_1,chr8,3422,12371843
P91_1,chr8,12371844,15982882
P91_1,chr8,15982883,25140054
P91_1,chr8,25140055,29371303
P91_1,chr8,29371304,35158226
P91_1,chr8,35158227,42027202
P91_1,chr8,42027203,65998671
P91_1,chr8,65998672,68484620
P91_1,chr8,68484621,71802887
P91_1,chr8,71802888,81713098
P91_1,chr8,81713099,103250287
P91_1,chr8,103250288,106508277
P91_1,chr8,106508278,108782826
P91_1,chr8,108782827,140740823
P91_1,chr8,140740824,144996447
P91_1,chr8,144996448,146259314
P91_2,chr8,0,3421
P91_2,chr8,3422,146259314
P92_1,chr8,0,3421
P92_1,chr8,3422,15443238
P92_1,chr8,15443239,25423328
P92_1,chr8,25423329,48480990
P92_1,chr8,48480991,61015879
P92_1,chr8,61015880,63990366
P92_1,chr8,63990367,72118606
P92_1,chr8,72118607,75215217
P92_1,chr8,75215218,77063110
P92_1,chr8,77063111,78751892
P92_1,chr8,78751893,84098362
P92_1,chr8,84098363,86337351
P92_1,chr8,86337352,86536573
P92_1,chr8,86536574,93035885
P92_1,chr8,93035886,96134372
P92_1,chr8,96134373,99324945
P92_1,chr8,99324946,103579265
P92_1,chr8,103579266,107924216
P92_1,chr8,107924217,111509069
P92_1,chr8,111509070,112749433
P92_1,chr8,112749434,113207410
P92_1,chr8,113207411,114206055
P92_1,chr8,114206056,115245826
P92_1,chr8,115245827,126454920
P92_1,chr8,126454921,136728057
P92_1,chr8,136728058,140609767
P92_1,chr8,140609768,146259314
P92_2,chr8,0,3421
P92_2,chr8,3422,320288
P92_2,chr8,320289,7425264
P92_2,chr8,7425265,9364371
P92_2,chr8,9364372,18312437
P92_2,chr8,18312438,22863444
P92_2,chr8,22863445,33714657
P92_2,chr8,33714658,37146489
P92_2,chr8,37146490,42070609
P92_2,chr8,42070610,42746860
P92_2,chr8,42746861,51333728
P92_2,chr8,51333729,65446849
P92_2,chr8,65446850,65703979
P92_2,chr8,65703980,66308681
P92_2,chr8,66308682,69142494
P92_2,chr8,69142495,79896430
P92_2,chr8,79896431,81430333
P92_2,chr8,81430334,82397327
P92_2,chr8,82397328,83824382
P92_2,chr8,83824383,84835489
P92_2,chr8,84835490,91130652
P92_2,chr8,91130653,93306180
P92_2,chr8,93306181,93695187
P92_2,chr8,93695188,96145507
P92_2,chr8,96145508,99020671
P92_2,chr8,99020672,99417124
P92_2,chr8,99417125,99967751
P92_2,chr8,99967752,103580906
P92_2,chr8,103580907,104875910
P92_2,chr8,104875911,108740424
P92_2,chr8,108740425,112828063
P92_2,chr8,112828064,113298381
P92_2,chr8,113298382,113887627
P92_2,chr8,113887628,114162657
P92_2,chr8,114162658,114251366
P92_2,chr8,114251367,114739053
P92_2,chr8,114739054,116303298
P92_2,chr8,116303299,123209677
P92_2,chr8,123209678,127543359
P92_2,chr8,127543360,130333834
P92_2,chr8,130333835,135134269
P92_2,chr8,135134270,136310429
P92_2,chr8,136310430,140926215
P92_2,chr8,140926216,141455488
P92_2,chr8,141455489,146259314
P93_1,chr8,0,3421
P93_1,chr8,3422,98463849
P93_1,chr8,98463850,115610119
P93_1,chr8,115610120,146259314
P93_2,chr8,0,3421
P93_2,chr8,3422,42630510
P93_2,chr8,42630511,42801186
P93_2,chr8,42801187,98463849
P93_2,chr8,98463850,115610119
P93_2,chr8,115610120,146259314
P94_1,chr8,0,3421
P94_1,chr8,3422,80267883
P94_1,chr8,80267884,83540892
P94_1,chr8,83540893,88396947
P94_1,chr8,88396948,93089539
P94_1,chr8,93089540,95232211
P94_1,chr8,95232212,96507520
P94_1,chr8,96507521,97989547
P94_1,chr8,97989548,100693290
P94_1,chr8,100693291,101240662
P94_1,chr8,101240663,103272373
P94_1,chr8,103272374,107697095
P94_1,chr8,107697096,108551908
P94_1,chr8,108551909,115629286
P94_1,chr8,115629287,136840748
P94_1,chr8,136840749,145972924
P94_1,chr8,145972925,146259314
P94_2,chr8,0,3421
P94_2,chr8,3422,19201738
P94_2,chr8,19201739,27912322
P94_2,chr8,27912323,66379234
P94_2,chr8,66379235,111242047
P94_2,chr8,111242048,129788112
P94_2,chr8,129788113,146259314
P95_1,chr8,0,3421
P95_1,chr8,3422,43123315
P95_1,chr8,43123316,48489664
P95_1,chr8,48489665,53208170
P95_1,chr8,53208171,76284711
P95_1,chr8,76284712,93472278
P95_1,chr8,93472279,144292248
P95_1,chr8,144292249,146259314
P95_2,chr8,0,3421
P95_2,chr8,3422,12108285
P95_2,chr8,12108286,13834870
P95_2,chr8,13834871,21577039
P95_2,chr8,21577040,27738014
P95_2,chr8,27738015,32637266
P95_2,chr8,32637267,35599684
P95_2,chr8,35599685,47087386
P95_2,chr8,47087387,50955489
P95_2,chr8,50955490,56073608
P95_2,chr8,56073609,56329056
P95_2,chr8,56329057,56948326
P95_2,chr8,56948327,61583539
P95_2,chr8,61583540,69379707
P95_2,chr8,69379708,72387316
P95_2,chr8,72387317,73705449
P95_2,chr8,73705450,75435148
P95_2,chr8,75435149,76410649
P95_2,chr8,76410650,77869046
P95_2,chr8,77869047,82318977
P95_2,chr8,82318978,84916995
P95_2,chr8,84916996,86086779
P95_2,chr8,86086780,90344530
P95_2,chr8,90344531,90442266
P95_2,chr8,90442267,92641921
P95_2,chr8,92641922,93472278
P95_2,chr8,93472279,126405373
P95_2,chr8,126405374,129139376
P95_2,chr8,129139377,140571301
P95_2,chr8,140571302,145063329
P95_2,chr8,145063330,146259314
P96_1,chr8,0,3421
P96_1,chr8,3422,4362916
P96_1,chr8,4362917,10937636
P96_1,chr8,10937637,11133233
P96_1,chr8,11133234,11882134
P96_1,chr8,11882135,18717433
P96_1,chr8,18717434,31721179
P96_1,chr8,31721180,42256862
P96_1,chr8,42256863,45381260
P96_1,chr8,45381261,46809889
P96_1,chr8,46809890,47328562
P96_1,chr8,47328563,47847123
P96_1,chr8,47847124,52135391
P96_1,chr8,52135392,53868867
P96_1,chr8,53868868,54737391
P96_1,chr8,54737392,58727237
P96_1,chr8,58727238,60351934
P96_1,chr8,60351935,61906391
P96_1,chr8,61906392,66000331
P96_1,chr8,66000332,67733180
P96_1,chr8,67733181,72738033
P96_1,chr8,72738034,73785928
P96_1,chr8,73785929,80359069
P96_1,chr8,80359070,81887766
P96_1,chr8,81887767,83540892
P96_1,chr8,83540893,84432277
P96_1,chr8,84432278,86005942
P96_1,chr8,86005943,88344024
P96_1,chr8,88344025,89742229
P96_1,chr8,89742230,90296841
P96_1,chr8,90296842,92759856
P96_1,chr8,92759857,93428950
P96_1,chr8,93428951,93713623
P96_1,chr8,93713624,93855807
P96_1,chr8,93855808,94074191
P96_1,chr8,94074192,94800476
P96_1,chr8,94800477,97040585
P96_1,chr8,97040586,97508483
P96_1,chr8,97508484,97651915
P96_1,chr8,97651916,98811791
P96_1,chr8,98811792,99017400
P96_1,chr8,99017401,100772503
P96_1,chr8,100772504,101249141
P96_1,chr8,101249142,102358719
P96_1,chr8,102358720,104145838
P96_1,chr8,104145839,107526394
P96_1,chr8,107526395,110105321
P96_1,chr8,110105322,111418796
P96_1,chr8,111418797,113851889
P96_1,chr8,113851890,115421809
P96_1,chr8,115421810,119437703
P96_1,chr8,119437704,120980450
P96_1,chr8,120980451,121189562
P96_1,chr8,121189563,125886040
P96_1,chr8,125886041,127661088
P96_1,chr8,127661089,128629754
P96_1,chr8,128629755,129787606
P96_1,chr8,129787607,132520241
P96_1,chr8,132520242,137319935
P96_1,chr8,137319936,140106296
P96_1,chr8,140106297,145402515
P96_1,chr8,145402516,146228601
P96_1,chr8,146228602,146259314
P96_2,chr8,0,3421
P96_2,chr8,3422,58375
P96_2,chr8,58376,22973587
P96_2,chr8,22973588,25963919
P96_2,chr8,25963920,27738014
P96_2,chr8,27738015,28040021
P96_2,chr8,28040022,29624783
P96_2,chr8,29624784,30755310
P96_2,chr8,30755311,32529766
P96_2,chr8,32529767,34038387
P96_2,chr8,34038388,42185223
P96_2,chr8,42185224,42788406
P96_2,chr8,42788407,44235388
P96_2,chr8,44235389,48365078
P96_2,chr8,48365079,51451811
P96_2,chr8,51451812,54741815
P96_2,chr8,54741816,56465489
P96_2,chr8,56465490,58305845
P96_2,chr8,58305846,58378797
P96_2,chr8,58378798,59222051
P96_2,chr8,59222052,59894366
P96_2,chr8,59894367,60088280
P96_2,chr8,60088281,60622308
P96_2,chr8,60622309,60783834
P96_2,chr8,60783835,62382040
P96_2,chr8,62382041,63603179
